a (initial radius),b (Spiral growth rate),thc (Spiral shape thickness),th_0 (Spiral's start angle),th_f (Spiral's end angle),th_m (Metal thickness),r (Substrate radius),hs (Substrate height),er (Substrate dielectric constant),f (freq) GHz,gain,s11,VSWR
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.797649,3.054676,-3.33733,5.269176
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.798899,3.058777,-3.32543,5.287588
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.80015,3.062875,-3.31545,5.303099
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.801401,3.06697,-3.3109,5.310204
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.802651,3.07106,-3.31398,5.305405
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.803902,3.075147,-3.3259,5.286838
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.805153,3.079228,-3.34575,5.25624
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.806403,3.083304,-3.3717,5.216788
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.807654,3.087374,-3.40032,5.17395
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.808904,3.091438,-3.4279,5.133384
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.810155,3.095495,-3.45079,5.100184
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.811406,3.099545,-3.46597,5.078405
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.812656,3.103587,-3.47225,5.069484
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.813907,3.107621,-3.46953,5.073339
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.815158,3.111647,-3.46002,5.086939
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.816408,3.115664,-3.44664,5.106182
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.817659,3.119671,-3.43336,5.125413
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.818909,3.123669,-3.42397,5.139107
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.82016,3.127656,-3.42142,5.142844
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.821411,3.131633,-3.42775,5.133561
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.822661,3.135598,-3.44301,5.11142
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.823912,3.139552,-3.46617,5.07815
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.825163,3.143493,-3.49434,5.038274
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.826413,3.147422,-3.52409,4.996892
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.827664,3.151338,-3.55147,4.959384
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.828914,3.15524,-3.57293,4.930414
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.830165,3.159129,-3.58628,4.912573
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.831416,3.163003,-3.59043,4.907035
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.832666,3.166863,-3.58666,4.912077
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.833917,3.170707,-3.57717,4.924742
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.835168,3.174535,-3.56577,4.940051
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.836418,3.178348,-3.55634,4.952784
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.837669,3.182143,-3.5525,4.957992
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.838919,3.185922,-3.55708,4.951763
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.84017,3.189683,-3.57112,4.932851
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.841421,3.193426,-3.59455,4.90159
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.842671,3.197151,-3.62516,4.861362
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.843922,3.200857,-3.66,4.816438
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.845173,3.204543,-3.695,4.772117
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.846423,3.20821,-3.72622,4.733327
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.847674,3.211857,-3.75053,4.703562
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.848924,3.215482,-3.76579,4.685067
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.850175,3.219087,-3.77217,4.677399
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.851426,3.22267,-3.771,4.678808
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.852676,3.226232,-3.76566,4.685246
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.853927,3.22977,-3.75997,4.692123
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.855178,3.233286,-3.75807,4.694405
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.856428,3.236779,-3.76358,4.687737
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.857679,3.240247,-3.77856,4.669743
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.858929,3.243692,-3.80397,4.639507
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.86018,3.247111,-3.83848,4.599113
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.861431,3.250506,-3.87977,4.551759
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.862681,3.253875,-3.92383,4.502285
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.863932,3.257217,-3.96649,4.455504
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.865183,3.260534,-4.00371,4.41547
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.866433,3.263823,-4.03232,4.385224
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.867684,3.267085,-4.05123,4.365482
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.868934,3.270319,-4.06069,4.355661
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.870185,3.273525,-4.06348,4.35279
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.871436,3.276701,-4.06316,4.353124
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.872686,3.279849,-4.06432,4.351921
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.873937,3.282967,-4.07126,4.344759
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.875188,3.286055,-4.08717,4.328461
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.876438,3.289113,-4.11413,4.301104
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.877689,3.292141,-4.15184,4.263489
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.878939,3.29514,-4.19874,4.21765
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.88019,3.29811,-4.25109,4.16768
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.881441,3.301053,-4.30455,4.117962
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.882691,3.30397,-4.35427,4.072791
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.883942,3.30686,-4.396,4.035713
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.885193,3.309724,-4.42727,4.008401
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.886443,3.312564,-4.44705,3.991305
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.887694,3.31538,-4.45733,3.982509
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.888944,3.318172,-4.46124,3.979172
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.890195,3.320942,-4.46374,3.97703
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.891446,3.32369,-4.46985,3.971823
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.892696,3.326417,-4.48397,3.959854
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.893947,3.329123,-4.50944,3.938443
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.895198,3.331809,-4.54712,3.907248
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.896448,3.334476,-4.59642,3.867209
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.897699,3.337125,-4.65395,3.821577
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.898949,3.339756,-4.71533,3.774172
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.9002,3.34237,-4.77484,3.729353
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.901451,3.344968,-4.82705,3.690995
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.902701,3.34755,-4.8679,3.661553
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.903952,3.350118,-4.89492,3.642353
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.905203,3.352671,-4.90904,3.632434
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.906453,3.35521,-4.91283,3.629771
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.907704,3.357737,-4.91169,3.63057
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.908954,3.360252,-4.91143,3.630753
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.910205,3.362756,-4.91792,3.626206
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.911456,3.365249,-4.93599,3.613602
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.912706,3.367732,-4.96796,3.591576
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.913957,3.370205,-5.01437,3.560086
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.915208,3.37267,-5.07228,3.521633
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.916458,3.375128,-5.13727,3.479558
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.917709,3.377578,-5.20255,3.438322
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.918959,3.380022,-5.2613,3.402155
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.92021,3.38246,-5.30742,3.374316
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.921461,3.384893,-5.33655,3.356984
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.922711,3.387322,-5.34832,3.350064
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.923962,3.389747,-5.34465,3.352224
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.925213,3.392169,-5.33159,3.359945
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.926463,3.394589,-5.31616,3.369117
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.927714,3.397008,-5.30633,3.374972
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.928964,3.399426,-5.30906,3.373326
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.930215,3.401844,-5.32871,3.361648
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.931466,3.404262,-5.36739,3.338868
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.932716,3.406682,-5.42283,3.306847
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.933967,3.409104,-5.49049,3.268667
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.935218,3.411528,-5.56201,3.229297
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.936468,3.413956,-5.6283,3.193778
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.937719,3.416388,-5.67995,3.166648
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.938969,3.418825,-5.70946,3.151375
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.94022,3.421268,-5.71405,3.149048
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.941471,3.423717,-5.69431,3.159207
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.942721,3.426173,-5.6572,3.178536
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.943972,3.428637,-5.61166,3.202628
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.945223,3.431109,-5.56904,3.225481
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.946473,3.43359,-5.53987,3.241357
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.947724,3.436081,-5.53191,3.245717
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.948974,3.438582,-5.55009,3.235739
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.950225,3.441095,-5.5936,3.212262
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.951476,3.443619,-5.65821,3.178029
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.952726,3.446156,-5.73364,3.139034
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.953977,3.448707,-5.80767,3.101846
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.955228,3.451272,-5.86566,3.073297
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.956478,3.453851,-5.89497,3.059091
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.957729,3.456446,-5.88863,3.062192
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.958979,3.459057,-5.84502,3.083352
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.96023,3.461684,-5.77315,3.119057
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.961481,3.46433,-5.68595,3.16364
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.962731,3.466993,-5.60184,3.207828
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.963982,3.469676,-5.53874,3.241997
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.965233,3.472378,-5.51157,3.256901
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.966483,3.475101,-5.53106,3.246049
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.967734,3.477845,-5.5993,3.209228
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.968984,3.48061,-5.71125,3.150516
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.970235,3.483399,-5.84824,3.08187
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.971486,3.48621,-5.98261,3.017953
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.972736,3.489045,-6.07042,2.977117
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.973987,3.491905,-6.06783,2.978065
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.975238,3.49479,-5.93657,3.039127
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.976488,3.497701,-5.656,3.178264
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.977739,3.500639,-5.24419,3.412729
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.978989,3.503605,-4.73261,3.761034
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.98024,3.506598,-4.17096,4.244808
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.981491,3.50962,-3.60619,4.886906
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.982741,3.512672,-3.07313,5.711939
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.983992,3.515755,-2.59939,6.733796
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.985243,3.518868,-2.19977,7.941159
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.986493,3.522013,-1.88424,9.266074
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.987744,3.52519,-1.65584,10.51987
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.988994,3.5284,-1.51479,11.49003
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.990245,3.531644,-1.45718,11.94823
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.991496,3.534923,-1.47683,11.78152
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.992746,3.538237,-1.56377,11.14233
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.993997,3.541586,-1.70553,10.22725
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.995248,3.544973,-1.88525,9.250102
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.996498,3.548396,-2.08408,8.377049
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.997749,3.551858,-2.28018,7.661883
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,1.998999,3.555358,-2.453,7.128368
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.00025,3.558898,-2.58586,6.767281
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.001501,3.562478,-2.66775,6.561724
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.002751,3.566096,-2.69924,6.48765
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.004002,3.569753,-2.68652,6.517677
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.005253,3.573447,-2.64478,6.619141
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.006503,3.577177,-2.59026,6.756777
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.007754,3.580943,-2.53875,6.891161
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.009005,3.584743,-2.5033,6.987366
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.010255,3.588578,-2.49092,7.021714
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.011506,3.592445,-2.50485,6.982946
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.012756,3.596345,-2.54157,6.883916
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.014007,3.600276,-2.59445,6.745868
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.015258,3.604237,-2.65193,6.601418
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.016508,3.608228,-2.70158,6.482163
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.017759,3.612247,-2.73057,6.414121
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.01901,3.616295,-2.72859,6.418424
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.02026,3.620369,-2.69098,6.507107
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.021511,3.62447,-2.6173,6.687109
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.022761,3.628596,-2.51456,6.956842
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.024012,3.632747,-2.39208,7.308517
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.025263,3.636921,-2.26203,7.723261
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.026513,3.641118,-2.13581,8.175517
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.027764,3.645337,-2.02238,8.628384
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.029015,3.649576,-1.92825,9.046159
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.030265,3.653836,-1.85524,9.399014
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.031516,3.658116,-1.80257,9.671187
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.032766,3.662414,-1.7651,9.875686
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.034017,3.666729,-1.73598,10.04013
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.035268,3.671062,-1.70596,10.21555
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.036518,3.67541,-1.66604,10.45851
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.037769,3.679773,-1.60841,10.83097
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.03902,3.684151,-1.52758,11.39914
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.04027,3.688542,-1.4228,12.23683
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.041521,3.692945,-1.29622,13.42572
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.042771,3.697361,-1.155,15.06215
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.044022,3.701787,-1.00791,17.24758
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.045273,3.706223,-0.86585,20.08938
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.046523,3.710668,-0.73965,23.53311
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.047774,3.715121,-0.63949,27.17728
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.049025,3.719582,-0.57464,30.2686
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.050275,3.724049,-0.55272,31.40709
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.051526,3.728522,-0.58044,29.82211
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.052776,3.733,-0.66317,26.24574
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.054027,3.737482,-0.80575,21.65955
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.055278,3.741967,-1.01232,17.16678
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.056528,3.746454,-1.28692,13.51417
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.057779,3.750943,-1.63346,10.66726
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.05903,3.755432,-2.05609,8.489348
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.06028,3.759921,-2.55938,6.835864
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.061531,3.764409,-3.14824,5.576253
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.062781,3.768895,-3.82807,4.611357
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.064032,3.773378,-4.60425,3.860505
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.065283,3.777857,-5.48205,3.273369
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.066533,3.782332,-6.4642,2.81006
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.067784,3.786801,-7.54824,2.444528
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.069035,3.791265,-8.72137,2.156303
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.070285,3.795721,-9.95053,1.932923
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.071536,3.800169,-11.1653,1.765106
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.072786,3.804608,-12.2234,1.648086
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.074037,3.809038,-12.9894,1.577227
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.075288,3.813457,-13.3612,1.547002
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.076538,3.817865,-13.3206,1.55012
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.077789,3.82226,-13.0127,1.575889
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.07904,3.826643,-12.5825,1.61426
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.08029,3.831011,-12.1324,1.657363
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.081541,3.835365,-11.7322,1.699208
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.082791,3.839703,-11.3952,1.737109
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.084042,3.844025,-11.1203,1.769923
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.085293,3.84833,-10.8904,1.798825
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.086543,3.852616,-10.6858,1.825721
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.087794,3.856883,-10.484,1.853425
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.089045,3.86113,-10.2672,1.88451
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.090295,3.865357,-10.0266,1.92083
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.091546,3.869561,-9.75983,1.963379
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.092796,3.873744,-9.47598,2.011577
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.094047,3.877903,-9.18707,2.064018
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.095298,3.882038,-8.90859,2.11802
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.096548,3.886148,-8.65448,2.170667
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.097799,3.890232,-8.43481,2.218886
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.09905,3.894289,-8.25623,2.260158
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.1003,3.898319,-8.11938,2.293113
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.101551,3.90232,-8.02151,2.317402
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.102801,3.906292,-7.95447,2.334445
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.104052,3.910234,-7.90798,2.346421
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.105303,3.914145,-7.86893,2.356605
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.106553,3.918024,-7.82485,2.368224
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.107804,3.921871,-7.76531,2.384154
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.109055,3.925684,-7.68348,2.406456
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.110305,3.929462,-7.57919,2.435663
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.111556,3.933205,-7.45599,2.471265
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.112806,3.936912,-7.32318,2.511052
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.114057,3.940582,-7.19104,2.552217
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.115308,3.944215,-7.07035,2.591178
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.116558,3.947808,-6.9701,2.624662
0.75,1.5,1.5,0,7*pi,0.035,40,1.524,3.38,2.117809,3.951362,-6.89562,2.650187
